app_id,label_content
90,"{""label"" : { ""incorrect"": 0,  ""incomplete"": 0, ""inconsistent"": 0 }, ""label_description"" : { ""incorrect"": ""No incorrect information found in both the data safety and the privacy policy."", ""incomplete"": ""No incomplete information found in both the data safety and the privacy policy."", ""inconsistent"": ""No inconsistencies found between the data safety and privacy policy information."" } }"
91,"{""label"" : { ""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0 }, ""label_description"" : { ""incorrect"": ""The Privacy Policy does not provide any information about data sharing, while the Data Safety indicates that Location, App activity and Device or other IDs data is shared for various purposes."", ""incomplete"": ""None"", ""inconsistent"": ""None"" } }"
92,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 1 }, ""label_description"" : { ""incorrect"": ""The Data Safety claims 'No data shared with third party', however, the Privacy Policy mentions that personal data may be transferred to Cisco's subsidiaries worldwide, or to third parties and business partners as described, showing a contradiction."", ""incomplete"": ""The Data Safety mentions the details about the data collected like 'Crash logs' and 'App interactions' under the category of 'App info and performance' and 'App activity' respectively. But, the Privacy Policy doesn't mention any details about the data collected."", ""inconsistent"": ""The security practices in Data Safety suggests that 'Data can't be deleted' whereas the Privacy Policy doesn’t speak about this but states that Cisco uses various safeguarding mechanisms. This leads to an inconsistency in the information provided."" } }"
93,"{""label"" :{ ""incorrect"": 1,""incomplete"": 1,""inconsistent"": 0},""label_description"" :{""incorrect"": ""The Data Safety section says 'No data shared with third party', but the Privacy Policy does not provide any sharing information section. This raises a question on the sharing practices of the application."",""incomplete"": ""The Privacy Policy does not provide information addressing the points mentioned in the Data Safety section. This leaves the information incomplete in terms of data sharing, data collecting, and data security practices."",""inconsistent"": ""Since the Privacy Policy doesn't provide any information, a comparison with the Data Safety section yields no inconsistencies.""}}"
94,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 1 }, ""label_description"" : { ""incorrect"": ""Data Safety mentions 'No data shared with third party' whereas Privacy Policy states 'can be used for the proper operation of the Company, including its transmission to other parts'. Also, Data Safety says 'No data collected', but Privacy Policy describes multiple ways that data can be collected."", ""incomplete"": ""Data Safety does not provide comprehensive information on security practices, it just mentions 'Data isn’t encrypted' and 'You can request data to be deleted', without detailing any security measures for data protection, unlike the Privacy policy which talks about a digital certificate for the protection of data."", ""inconsistent"": ""The information on 'data_shared', 'data_collected', and 'security_practices' provided by Data Safety is inconsistent with the descriptions provided in the Privacy Policy.""} }"
95,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 1 }, ""label_description"" : { ""incorrect"": ""The Data Safety says 'No data shared with third party', which contradicts the Privacy Policy where it mentions that data about the user is used to suggest connections and provide certain services."", ""incomplete"": ""The Privacy Policy provides more in-depth information about how data is being used for personalizing services, recommending and ranking relevant content, authorizing access, etc. Data safety only lists data categories and purposes but doesn't elaborate on it."", ""inconsistent"": ""The categories of information and purposes in Data Safety - such as names, email addresses, user IDs, photos, videos, and audio for functionality, analytics, and personalization - is broad and doesn't match the specific usage outlined in the Privacy Policy, such as suggesting connections, authorizing access to services and providing personalized services."" } }"
96,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 0 }, ""label_description"" : { ""incorrect"": ""According to the Privacy Policy, the application uses personal information for purposes such as managing your booking, processing payments, or creating an account at your request, and sending marketing communications where consent is required. However, this information is not mentioned in the Data Safety section."", ""incomplete"": ""The Privacy Policy states that it uses AI and machine learning to enhance user experience and keep the site safe but it is not specified under Security Practices in the Data Safety section"", ""inconsistent"": """" } }"
97,"{""label"": { ""incorrect"": 1,    ""incomplete"": 0,    ""inconsistent"": 0  },""label_description"": {""incorrect"": ""The Data Safety provides sharing information section, including several categories such as Device or other IDs, Location, App Activity, App info and performance, Personal info. However, the Privacy Policy does not provide this sharing information section."", ""incomplete"": ""The Data Safety provides complete details about the data collected and shared, and there's no evidence to show anything missing when compared with the Privacy Policy."",""inconsistent"": ""There's no inconsistency detected as the Privacy Policy does not provide the sharing information section.""}}"
98,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 0 }, ""label_description"" : { ""incorrect"": ""Privacy Policy does not provide specifics on the data shared or collected. Hence, it is incorrect as per the provided Data Safety Information"", ""incomplete"": ""Privacy Policy does not provide complete information on data shared or collected."", ""inconsistent"": ""There is no inconsistency as no specific data collection or sharing information is provided in the Privacy Policy."" } }"
99,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 1 }, ""label_description"" : { ""incorrect"": ""According to the Privacy Policy, the application does share user's data for ads and services, which contradicts the 'No data shared with third party' statement in Data Safety."", ""incomplete"": ""The Data Safety information does not wholly include all types of data collected by the app, like location data and usage data, mentioned in the Privacy Policy."", ""inconsistent"": ""The Data Safety states that 'Data can't be deleted', which is inconsistent with the Privacy Policy detailing regular security audits which generally involves purging of unnecessary data."" }}"
100,"{""label"" : { ""incorrect"": 0,  ""incomplete"": 1, ""inconsistent"": 1 }, ""label_description"" : { ""incorrect"": """", ""incomplete"": ""The Data Safety information provided is incomplete as it does not mention the collection of user's Windows ID or username and associated passwords for login purposes as stated in the Privacy Policy."", ""inconsistent"": ""There is inconsistency between the stated 'No data collected' in Data Safety and 'EverConnect collects User's Windows ID or username and associated passwords for login purposes' in the Privacy Policy."" } }"
101,"{""label"" : { ""incorrect"": 1,  ""incomplete"": 1, ""inconsistent"": 0 }, ""label_description"" : { ""incorrect"": ""Data Safety mentions 'No data shared with third party' but Privacy Policy states 'We disclose personal information to third parties, including for their direct marketing purposes. We also have sold or shared categories of personal information for cross-context behavioral advertising, along with the categories of third parties we sold it to or shared it with for cross-context behavioral advertising. We have disclosed categories of personal information for a business purpose, along with the categories of third parties we disclosed it to.'"", ""incomplete"": ""The Privacy Policy shares that 'we collect categories of personal information from various sources' whereas Data Safety only seems to specify certain categories and does not cover all personal information that might be collected according to the privacy policy."", ""inconsistent"": ""There is no inconsistency between the information provided by the Data Safety and Privacy Policy."" } }"
